DATE,PRODUCT_ID,QUANTITY
2020-12-02,217454336,1
2020-10-27,352605036,1
2020-08-18,339663776,4
2020-01-12,217454336,2
2020-11-30,130921370,4
2020-09-24,130921370,1
2020-02-25,130921370,1
2020-10-15,130921370,1
2020-11-16,130921370,2
2020-10-29,130921370,1
2020-09-11,130921370,1
2020-05-04,130921370,2
2020-08-06,130921370,1
2020-02-24,344209461,1
2020-01-22,344209461,1
2020-11-14,344209461,3
2020-01-29,347598474,1
2020-09-02,341501704,1
2020-05-28,343848528,1
2020-03-05,332630620,2
2020-02-26,332630620,1
2020-02-06,332630620,5
2020-05-06,332630620,1
2020-01-31,332630620,3
2020-06-29,332630620,1
2020-09-11,332630620,1
2020-01-23,319857070,2
2020-02-21,319857070,1
2020-10-16,319857070,1
2020-04-10,319857070,1
2020-09-25,319857070,1
2020-07-02,270175044,1
2020-01-03,339882109,1
2020-06-15,339882109,2
2020-05-04,339882109,1
2020-03-20,339882109,1
2020-08-19,339882109,2
2020-10-06,342456070,1
2020-10-15,342456070,1
2020-10-22,320576363,1
2020-02-12,280747532,2
2020-11-26,330383182,2
2020-11-16,319883885,1
2020-03-30,330383306,1
2020-04-15,330383306,2
2020-04-27,346408322,3
2020-02-17,346408322,1
2020-01-05,346408322,2
2020-12-19,346408322,1
2020-02-28,342949063,1
2020-01-28,109020583,1
2020-07-29,109020583,1
2020-12-01,309500900,1
2020-12-09,330218913,1
2020-09-03,347488269,1
2020-05-05,87486216,1
2020-11-09,323505677,1
2020-05-06,323342679,1
2020-08-10,338867479,5
2020-08-14,339663776,2
2020-10-28,36233916,3
2020-01-17,328532265,7
2020-01-11,130921370,6
2020-04-07,130921370,1
2020-11-03,344209461,4
2020-10-22,344209461,1
2020-11-17,347135489,1
2020-12-10,327667675,1
2020-03-26,347035080,1
2020-04-16,347035080,1
2020-10-21,339882109,1
2020-08-21,330383182,2
2020-08-19,330383306,1
2020-04-07,330383306,1
2020-09-24,352244971,1
2020-10-30,309500900,1
2020-11-25,87486216,1
2020-01-14,338720260,1
2020-01-10,332630620,2
2020-05-28,270175044,1
2020-01-08,238281097,1
2020-02-27,238281097,3
2020-09-17,323342896,1
2020-05-29,323342896,1
2020-12-29,323342896,1
2020-06-10,341321253,1
2020-06-30,341321253,1
2020-03-30,341321253,1
2020-09-11,341321253,2
2020-10-06,341321253,4
2020-10-15,341321253,1
2020-07-22,341321253,1
2020-05-19,341321253,1
2020-05-06,341321253,1
2020-01-21,341321253,1
2020-04-21,313151677,1
2020-08-10,313151677,1
2020-09-01,323030199,1
2020-09-01,284043669,1
2020-01-29,284043669,2
2020-10-26,284043669,1
2020-05-25,284043669,1
2020-10-13,284043669,1
2020-10-30,343850357,1
2020-01-27,318183163,1
2020-01-17,330936997,1
2020-05-27,330936997,1
2020-02-25,323401207,1
2020-08-12,238371493,1
2020-06-25,238371493,1
2020-12-14,352606927,1
2020-12-03,333472580,1
2020-12-16,333472580,1
2020-12-02,330936997,1
2020-06-23,323401207,1
2020-01-22,238371493,2
2020-08-14,333472580,2
2020-10-08,349656750,1
2020-12-10,341843014,1
2020-07-08,341843014,1
2020-01-16,265038282,3
2020-04-26,265038282,1
2020-04-29,265038282,2
2020-04-20,265038282,1
2020-01-21,265038282,1
2020-05-20,265038282,1
2020-01-17,343848311,20
2020-10-30,343848311,2
2020-08-11,343848311,1
2020-08-24,343848311,2
2020-01-30,343848311,1
2020-05-29,343848311,1
2020-08-23,343848311,1
2020-06-19,343848311,1
2020-10-24,343848311,1
2020-03-24,343848311,1
2020-02-05,343848311,1
2020-09-02,343848311,1
2020-01-30,343938428,1
2020-10-28,343938428,1
2020-03-23,343938428,2
2020-07-23,343938428,1
2020-09-02,343938428,1
2020-03-20,343938428,1
2020-02-12,265038282,1
2020-01-09,343848311,2
2020-01-31,322262484,2
2020-03-13,322262484,1
2020-11-24,322262484,2
2020-02-03,340477278,1
2020-11-03,335413614,1
2020-02-17,343850016,1
2020-09-11,339882171,4
2020-01-14,339882171,1
2020-01-10,339882171,1
2020-04-23,329966325,1
2020-08-18,329966325,1
2020-01-27,322156991,1
2020-08-12,341844409,1
2020-05-14,341844409,1
2020-09-29,305991421,2
2020-07-07,305991421,1
2020-10-21,305991421,1
2020-09-28,316540659,1
2020-10-15,323390047,2
2020-05-20,272009624,1
2020-12-01,272009624,1
2020-01-03,237999245,1
2020-12-19,285073768,1
2020-03-30,285073768,1
2020-03-25,285073768,3
2020-02-02,285073768,1
2020-01-30,285073768,1
2020-11-17,346614844,3
2020-11-10,346614844,1
2020-03-23,346614844,3
2020-10-17,346614844,1
2020-12-09,346614844,3
2020-07-10,346614844,1
2020-12-10,346614844,1
2020-06-10,346614844,1
2020-04-16,346614844,1
2020-05-19,346343005,1
2020-12-03,341845897,1
2020-07-29,341845897,1
2020-04-03,285073768,1
2020-06-10,332485013,1
2020-07-24,332485013,1
2020-05-27,319895479,1
2020-05-28,322259818,1
2020-02-04,280343447,1
2020-10-06,348610779,1
2020-04-09,329966387,2
2020-05-14,329966387,2
2020-10-21,329966387,2
2020-07-21,329966387,1
2020-11-16,329966387,1
2020-04-28,276679805,5
2020-05-26,276679805,5
2020-12-08,276679805,8
2020-10-13,276679805,3
2020-07-06,276679805,3
2020-12-10,276679805,7
2020-01-02,276679805,1
2020-05-08,276679805,2
2020-01-04,276679805,2
2020-06-26,276679805,2
2020-12-12,276679805,1
2020-04-10,276679805,1
2020-03-09,329966387,1
2020-09-07,276679805,1
2020-02-11,330383709,1
2020-01-10,332507147,1
2020-05-28,332507147,1
2020-07-24,332507147,1
2020-09-30,332507147,1
2020-12-12,332507147,1
2020-05-13,332507147,1
2020-04-15,318185488,1
2020-04-16,318185488,2
2020-01-30,318185488,1
2020-12-14,291342929,1
2020-09-17,291342929,1
2020-09-02,242899415,1
2020-09-28,242899415,1
2020-10-26,242899415,1
2020-07-30,242899415,1
2020-04-21,242899415,1
2020-10-26,346342292,1
2020-10-29,323085472,1
2020-01-02,323085472,1
2020-02-24,323085472,2
2020-11-04,323085472,1
2020-11-10,323085472,3
2020-09-23,323085472,1
2020-04-22,323085472,2
2020-07-31,323085472,3
2020-07-10,323085472,1
2020-05-28,323085472,1
2020-06-04,323085472,1
2020-01-18,287921893,1
2020-07-14,287921893,1
2020-08-04,287921893,1
2020-01-27,287921893,1
2020-07-17,319844887,1
2020-01-24,319844887,1
2020-06-10,330216526,1
2020-03-31,305477937,4
2020-09-23,305477937,1
2020-10-05,305477937,1
2020-02-24,305477937,1
2020-01-31,305477937,1
2020-09-02,305477937,2
2020-09-01,127934334,1
2020-08-05,127934334,2
2020-09-09,127934334,1
2020-01-23,243786449,4
2020-10-09,243786449,1
2020-02-04,243786449,2
2020-05-22,243786449,1
2020-09-29,243786449,1
2020-03-18,243786449,1
2020-10-30,341257455,12
2020-04-21,341257455,31
2020-12-28,341257455,23
2020-11-09,341257455,28
2020-09-09,341257455,6
2020-01-07,341257455,3
2020-10-10,341257455,1
2020-01-02,341257455,2
2020-03-24,341257455,4
2020-07-17,341257455,2
2020-12-02,341257455,2
2020-06-01,341257455,2
2020-08-10,270000080,1
2020-01-23,270000080,1
2020-05-22,291019940,2
2020-01-21,291019940,3
2020-05-13,291019940,1
2020-10-07,291019940,1
2020-12-04,291019940,1
2020-10-15,291019940,1
2020-10-20,291019940,1
2020-05-18,291019940,2
2020-05-29,338156494,1
2020-01-18,339069568,1
2020-04-15,339069568,1
2020-01-08,339069568,1
2020-03-09,291019940,1
2020-01-11,339070622,2
2020-10-15,339070622,2
2020-12-17,339070622,2
2020-08-04,339070622,2
2020-11-05,339070622,1
2020-01-03,339070622,1
2020-06-10,339070622,1
2020-12-21,233575080,1
2020-06-03,318084087,2
2020-01-01,318084087,1
2020-03-03,318084087,1
2020-11-04,318084087,2
2020-02-13,318084087,1
2020-10-19,318084087,2
2020-11-27,318084087,1
2020-05-21,339809290,1
2020-03-27,339809290,1
2020-10-22,339809290,1
2020-01-07,291340790,1
2020-08-14,348949113,1
2020-11-05,348949113,1
2020-12-02,348949113,1
2020-10-09,323389551,1
2020-09-21,338867448,2
2020-01-09,338867448,1
2020-03-09,338867448,1
2020-01-30,338867448,2
2020-08-31,338867448,1
2020-01-08,338867448,1
2020-07-28,338867448,1
2020-06-26,338867448,1
2020-02-04,338346400,1
2020-10-15,319871578,1
2020-01-17,338435835,1
2020-03-10,338435835,1
2020-06-09,338435835,2
2020-02-04,338435835,1
2020-07-28,338435835,1
2020-10-26,338435835,2
2020-06-15,338435835,1
2020-05-29,338435835,2
2020-10-30,338435835,1
2020-09-08,338435835,1
2020-05-13,340411713,1
2020-07-17,340411713,1
2020-04-22,340411713,1
2020-05-12,349056745,1
2020-12-11,349056745,1
2020-01-02,89885802,1
2020-10-29,323216106,1
2020-08-10,323216106,1
2020-10-14,323216106,1
2020-11-23,341257114,5
2020-09-03,341257114,1
2020-01-30,341257114,2
2020-02-25,341257114,1
2020-11-03,341257114,1
2020-08-05,341257114,1
2020-09-16,305707678,1
2020-05-20,346228615,1
2020-07-24,346228615,1
2020-03-09,346228615,1
2020-04-30,343412327,2
2020-11-23,343412327,5
2020-03-30,343412327,3
2020-08-18,343412327,3
2020-09-09,343412327,1
2020-12-30,343412327,1
2020-12-03,343412327,1
2020-01-16,343412327,1
2020-01-07,323347267,1
2020-04-02,323347267,1
2020-08-17,343412327,2
2020-04-29,323347267,1
2020-03-02,341320757,1
2020-01-18,341320757,1
2020-11-30,338435990,1
2020-07-21,338435990,3
2020-01-09,338435990,2
2020-07-09,338435990,2
2020-06-14,338435990,1
2020-05-08,338435990,1
2020-10-24,338435990,1
2020-01-31,338435990,1
2020-06-10,338435990,1
2020-07-03,338435990,1
2020-10-29,338435990,1
2020-09-29,338435990,1
2020-09-01,338435990,2
2020-08-13,267502038,1
2020-04-02,267502038,1
2020-11-07,343112495,1
2020-12-02,340474736,2
2020-10-19,340474736,2
2020-04-02,340474736,1
2020-06-09,340474736,1
2020-11-03,340474736,2
2020-11-24,347624917,1
2020-08-16,278539805,1
2020-08-07,278539805,1
2020-04-10,315571878,1
2020-12-09,315571878,1
2020-12-02,328532358,4
2020-07-30,328532358,1
2020-05-29,328532358,3
2020-08-13,328532358,1
2020-01-03,328532358,2
2020-04-23,328532358,2
2020-07-16,328532358,1
2020-03-09,328532358,1
2020-01-26,96091041,1
2020-03-09,313080439,1
2020-02-25,313080439,1
2020-06-25,328531862,1
2020-03-26,328531862,1
2020-05-07,328531862,1
2020-12-15,328531862,1
2020-06-01,328531862,3
2020-11-02,328531862,1
2020-03-29,328531862,1
2020-02-11,328531862,1
2020-03-31,306016190,2
2020-10-22,306016190,1
2020-09-22,249312075,12
2020-09-18,249312075,4
2020-06-11,249312075,1
2020-12-04,249312075,18
2020-12-08,249312075,21
2020-09-12,249312075,2
2020-12-09,249312075,12
2020-11-25,249312075,13
2020-02-26,249312075,1
2020-03-10,249312075,1
2020-03-05,108839388,1
2020-07-21,108839388,1
2020-03-02,332894523,1
2020-11-07,332894523,1
2020-04-16,332445519,1
2020-01-22,342730668,1
2020-10-07,350664033,1
2020-10-30,342043088,2
2020-12-05,342043088,1
2020-01-07,342043088,1
2020-01-10,342043088,1
2020-11-06,282181096,1
2020-07-30,282181096,2
2020-07-21,282181096,1
2020-08-04,339447272,1
2020-08-26,343849675,1
2020-10-29,343849675,1
2020-08-10,349928000,1
2020-06-19,291343084,1
2020-05-19,323601622,1
2020-05-13,323601622,1
2020-10-22,323601622,1
2020-01-22,331574605,1
2020-02-06,341844068,1
2020-11-24,346003152,9
2020-05-22,346003152,7
2020-10-12,346003152,2
2020-05-13,346003152,1
2020-08-22,346003152,1
2020-07-06,346003152,1
2020-12-07,346003152,1
2020-06-19,346003152,2
2020-01-21,346003152,1
2020-08-26,346003152,2
2020-11-23,349276380,3
2020-04-28,313072162,1
2020-09-25,319938910,1
2020-04-02,319938910,4
2020-04-22,319938910,7
2020-11-05,319938910,7
2020-02-12,319938910,5
2020-01-19,319938910,2
2020-09-19,319938910,1
2020-05-14,319938910,10
2020-05-23,319938910,8
2020-11-09,319938910,2
2020-02-19,319938910,3
2020-12-28,319938910,2
2020-03-13,319938910,4
2020-07-29,319938910,3
2020-10-27,249461805,2
2020-09-09,249461805,2
2020-06-18,249461805,3
2020-09-07,322156650,1
2020-09-18,249461805,1
2020-03-16,341321904,1
2020-05-05,341321904,2
2020-03-27,332503644,1
2020-07-11,332503644,1
2020-02-19,332503644,3
2020-09-03,332503644,1
2020-02-14,332503644,2
2020-10-05,332503644,1
2020-11-27,330383647,1
2020-07-21,330383647,1
2020-10-31,332508170,1
2020-06-18,318511329,1
2020-02-06,318511329,2
2020-07-16,318511329,1
2020-07-27,318511329,1
2020-01-08,318511329,1
2020-06-15,318511329,1
2020-04-24,285076651,5
2020-12-04,347489881,5
2020-10-06,347489881,1
2020-08-11,241509964,1
2020-04-21,241509964,1
2020-07-07,346227313,1
2020-01-17,346227313,1
2020-02-14,290598681,1
2020-05-20,290598681,3
2020-06-30,290598681,1
2020-02-18,290598681,1
2020-01-24,290598681,2
2020-11-23,290598681,2
2020-07-08,290598681,1
2020-10-05,290598681,1
2020-11-23,327666900,2
2020-02-16,327666900,1
2020-05-03,327666900,2
2020-01-07,327666900,5
2020-01-15,327666900,8
2020-12-29,327666900,1
2020-10-07,327666900,1
2020-05-19,327666900,2
2020-12-27,327666900,1
2020-09-28,327666900,2
2020-09-02,343126631,1
2020-01-08,343126631,1
2020-06-19,343126631,1
2020-08-19,327666900,3
2020-06-09,344054864,2
2020-06-10,344054864,1
2020-08-11,344054864,1
2020-11-27,342635033,1
2020-08-17,107823983,1
2020-02-12,107823983,1
2020-01-14,280341773,1
2020-07-10,280341773,3
2020-01-07,280341773,1
2020-05-09,280341773,1
2020-03-21,330383523,1
2020-08-06,330383523,1
2020-11-26,327381483,1
2020-03-17,327381483,2
2020-01-04,327381483,4
2020-05-19,327381483,2
2020-02-26,327381483,1
2020-08-03,327381483,2
2020-06-17,327381483,1
2020-05-29,327381483,1
2020-11-29,327381483,1
2020-12-17,327381483,1
2020-09-21,339068173,1
2020-02-11,237240303,1
2020-05-21,341846517,1
2020-10-15,285073768,1
2020-08-21,346614844,2
2020-07-31,346343005,1
2020-03-10,280343447,1
2020-01-14,329966387,3
2020-06-16,329966387,1
2020-08-29,276679805,1
2020-10-28,276679805,1
2020-03-31,332507147,1
2020-01-28,318185488,1
2020-09-04,291342929,1
2020-01-22,242899415,1
2020-08-17,349927969,1
2020-12-04,349927969,1
2020-02-10,323085472,1
2020-11-24,323085472,1
2020-09-24,323085472,1
2020-07-24,319844887,1
2020-03-30,305477937,1
2020-10-10,243786449,1
2020-06-27,341257455,2
2020-11-16,341257455,16
2020-07-23,341257455,2
2020-07-03,341257455,2
2020-12-11,341257455,15
2020-01-13,291019940,4
2020-11-05,339069568,1
2020-03-04,318084087,1
2020-10-28,343848590,1
2020-12-07,338867448,2
2020-05-21,338867448,4
2020-04-29,338435835,1
2020-07-23,338435835,1
2020-10-21,338435835,2
2020-11-05,340411713,1
2020-08-24,89885802,1
2020-12-01,89885802,1
2020-12-21,341257114,1
2020-06-26,341257114,1
2020-06-10,346228615,1
2020-10-22,343412327,2
2020-06-01,343412327,1
2020-10-14,9631576,2
2020-04-15,338435990,2
2020-06-04,338435990,3
2020-02-15,338435990,1
2020-11-19,340474736,2
2020-01-17,340474736,2
2020-01-29,340474736,1
2020-10-10,340474736,1
2020-06-23,313080439,1
2020-04-27,328531862,2
2020-12-10,328531862,1
2020-11-06,328531862,2
2020-02-12,328531862,3
2020-02-21,328531862,2
2020-09-25,249312075,7
2020-12-07,249312075,9
2020-12-14,249312075,8
2020-02-25,249312075,3
2020-09-07,249312075,5
2020-10-06,331506839,1
2020-04-23,342043088,1
2020-10-01,342043088,1
2020-05-08,282181096,1
2020-07-29,282181096,2
2020-08-30,282181096,1
2020-10-22,349276287,1
2020-12-22,349276287,1
2020-05-10,343849675,2
2020-12-11,349928000,1
2020-05-09,331574605,1
2020-02-29,341844068,1
2020-04-21,346003152,4
2020-12-11,346003152,7
2020-06-03,346003152,3
2020-01-13,346003152,2
2020-11-07,346003152,2
2020-04-08,346003152,2
2020-02-18,346003152,3
2020-11-11,339008436,1
2020-12-02,339008436,1
2020-08-26,275900093,1
2020-10-24,319938910,1
2020-03-11,319938910,6
2020-09-12,319938910,1
2020-06-25,249461805,3
2020-07-16,249461805,2
2020-01-24,340149422,1
2020-01-08,322156650,1
2020-10-02,322156650,1
2020-07-24,341321904,1
2020-10-07,332503644,1
2020-10-26,332503644,1
2020-04-08,332508170,1
2020-03-10,318511329,2
2020-08-28,318511329,3
2020-02-18,318511329,1
2020-08-12,285076651,2
2020-05-18,285076651,1
2020-06-04,285076651,2
2020-08-03,285076651,1
2020-11-04,285076651,2
2020-01-16,341018042,1
2020-09-04,108873860,1
2020-10-27,347035266,2
2020-05-12,347035266,1
2020-10-07,347035266,1
2020-01-09,290598681,3
2020-11-25,290598681,1
2020-05-26,290598681,2
2020-12-03,290598681,2
2020-04-06,290598681,1
2020-08-14,290598681,1
2020-05-07,290598681,1
2020-02-11,290598681,1
2020-10-20,327666900,2
2020-05-18,327666900,8
2020-05-23,327666900,2
2020-04-27,327666900,7
2020-12-10,327666900,10
2020-11-05,327666900,2
2020-12-23,327666900,3
2020-08-27,327666900,3
2020-04-07,327666900,2
2020-11-07,327666900,1
2020-07-10,327666900,1
2020-07-31,328994227,1
2020-01-30,332424005,1
2020-01-14,338436672,1
2020-06-04,330383523,1
2020-07-13,330383523,1
2020-11-07,327381483,1
2020-07-08,327381483,1
2020-09-03,327381483,3
2020-08-29,327381483,1
2020-06-30,327381483,1
2020-02-11,327381483,1
2020-05-23,327381483,1
2020-09-30,237240303,2
2020-10-16,313472713,1
2020-03-25,318084087,1
2020-05-09,89885802,1
2020-03-12,338435990,2
2020-01-29,330726724,1
2020-11-10,249461805,2
2020-10-09,343126631,1
2020-02-10,327381483,3
2020-01-02,233352314,1
2020-04-06,331575442,1
2020-05-20,341320664,1
2020-10-01,341320664,1
2020-01-15,341320664,1
2020-01-05,343939327,1
2020-06-19,291343487,1
2020-11-23,348046021,6
2020-12-07,348046021,2
2020-11-17,348046021,2
2020-01-09,285211594,1
2020-12-03,285211594,2
2020-02-19,285211594,1
2020-04-30,319857101,2
2020-01-30,319857101,1
2020-05-16,319857101,1
2020-10-07,107228659,1
2020-03-02,110021883,1
2020-02-21,327220221,1
2020-06-10,327220221,1
2020-01-05,77796794,1
2020-12-16,77796794,1
2020-05-11,342152518,1
2020-11-19,338042879,1
2020-12-22,330217022,2
2020-10-06,330217022,1
2020-09-09,46807148,1
2020-06-17,305481998,1
2020-12-08,143604679,1
2020-01-21,341844285,40
2020-02-05,341844285,2
2020-09-25,341844285,2
2020-08-26,341844285,1
2020-02-24,341844285,1
2020-07-28,341844285,2
2020-10-07,339789636,1
2020-03-17,291341782,1
2020-04-20,309506139,2
2020-04-27,309506139,1
2020-02-24,309506139,1
2020-07-09,309506139,2
2020-01-10,309506139,1
2020-01-14,330221765,1
2020-08-12,318707621,1
2020-10-01,318707621,1
2020-09-29,350665459,1
2020-05-13,292143783,2
2020-07-08,292143783,1
2020-11-04,292143783,3
2020-09-04,322577971,1
2020-02-11,341262043,1
2020-11-20,341262043,1
2020-06-24,341262043,2
2020-06-27,341262043,1
2020-04-08,341262043,1
2020-10-12,333820524,1
2020-05-12,284068810,1
2020-01-31,346063261,5
2020-02-05,346063261,1
2020-09-03,338042848,2
2020-09-15,330217022,1
2020-01-22,330217022,1
2020-05-12,46807148,1
2020-03-26,46807148,1
2020-10-01,305481998,1
2020-01-10,341844285,1
2020-09-17,341844285,1
2020-03-16,291341782,1
2020-09-15,309506139,1
2020-06-18,309506139,1
2020-10-14,330216991,1
2020-01-22,319893092,1
2020-05-09,330221765,3
2020-07-10,330221765,1
2020-03-25,330221765,2
2020-06-10,318707621,1
2020-11-16,350665459,1
2020-11-26,266114819,2
2020-07-22,292143783,1
2020-07-04,292143783,1
2020-10-30,292143783,2
2020-08-20,344805467,1
2020-01-10,340510727,1
2020-05-22,330384205,14
2020-05-18,341262043,4
2020-11-25,341262043,3
2020-07-10,341262043,1
2020-04-29,341262043,3
2020-08-06,341262043,1
2020-12-15,352334034,1
2020-09-23,333820524,1
2020-11-24,333820524,1
2020-09-17,340083826,1
2020-02-05,336331896,1
2020-07-21,318512383,1
2020-01-09,318512383,1
2020-11-04,318512383,1
2020-01-10,318512383,1
2020-10-13,340283621,1
2020-06-09,339807213,1
2020-07-08,339807213,1
2020-12-16,345032263,1
2020-05-08,339789636,1
2020-03-10,309506139,2
2020-09-10,292143783,1
2020-04-21,323399471,1
2020-06-22,280343416,1
2020-10-07,280343416,3
2020-01-26,280343416,1
2020-07-14,280343416,1
2020-09-01,280343416,3
2020-02-05,280343416,1
2020-08-10,280343416,2
2020-01-31,280343416,1
2020-01-10,280343416,2
2020-07-28,280343416,2
2020-12-04,323505832,1
2020-08-03,323505832,1
2020-06-06,323505832,1
2020-02-10,323505832,1
2020-04-17,319885032,1
2020-02-05,319885032,1
2020-05-29,330851592,1
2020-11-11,330851592,2
2020-06-20,330851592,1
2020-01-17,344976711,1
2020-05-10,280343416,1
2020-10-07,305414573,1
2020-06-02,319995330,1
2020-11-26,319995330,1
2020-12-14,319995330,1
2020-02-18,340509704,2
2020-12-09,340509704,1
2020-09-24,327381266,1
2020-08-17,335873716,1
2020-07-27,335873716,1
2020-09-17,335873716,1
2020-08-12,335873716,1
2020-01-13,283509818,4
2020-06-18,283509818,2
2020-11-24,283509818,3
2020-07-23,283509818,1
2020-01-10,283509818,4
2020-09-14,283509818,2
2020-10-21,346227468,2
2020-10-27,346227468,7
2020-05-20,346227468,11
2020-08-20,346227468,1
2020-02-12,346227468,1
2020-08-28,341666314,2
2020-04-09,341666314,1
2020-02-25,341666314,1
2020-06-26,318862683,2
2020-03-26,318862683,1
2020-11-19,318862683,1
2020-09-18,318862683,1
2020-05-08,267904170,1
2020-07-28,267904170,1
2020-03-30,267904170,1
2020-03-24,283512267,2
2020-02-05,283512267,6
2020-01-10,283512267,7
2020-01-23,283512267,3
2020-02-26,283512267,5
2020-01-31,283512267,1
2020-04-28,283512267,2
2020-11-11,283512267,1
2020-12-18,283512267,1
2020-06-24,283512267,1
2020-11-14,348661154,1
2020-10-21,348661154,2
2020-10-27,348661154,1
2020-12-15,348661154,1
2020-05-09,283512267,2
2020-09-07,347851992,1
